"Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years"
"120,43.75898,-79.1912,30,100,10,10,25,0,40,-1,55,4,22,-4,58,-6,61,0,18,9"
"90,43.7663,-79.2658,20,100,20,10,20,0,44,-8,44,-4,32,-1,67,-23,76,1,19,-31"
"350,43.76362,-79.2876,50,100,15,10,10,0,71,-1,69,4,51,-7,93,14,84,7,65,6"
"155,43.7365,-79.59,40,100,10,10,25,0,77,12,68,3,45,-12,63,1,66,6,34,8"
"145,43.80501,-79.2069,30,100,10,10,15,0,100,30,93,34,53,-3,100,28,97,30,36,-2"
"165,43.67289,-79.3232,5,100,5,0,15,0,87,17,61,-4,57,-13,92,18,92,45,48,22"
"230,43.66825,-79.4223,10,100,0,0,25,0,47,-5,37,-30,37,-18,68,5,63,-7,21,-16"
"185,43.69438,-79.4492,40,100,20,20,15,25,67,-14,72,-14,39,-13,68,-17,82,4,18,-27"
"245,43.71975,-79.2309,10,100,0,5,15,5,82,3,71,1,62,7,86,0,79,-10,45,7"
"385,43.73985,-79.4467,30,95,10,10,15,0,76,7,73,4,53,-12,72,-4,67,-7,44,2"
"630,43.64517,-79.4461,8,99,3,3,13,3,84,10,58,15,65,-3,87,-2,81,-10,69,1"
"140,43.8154,-79.2034,25,100,10,15,15,0,100,0,96,-4,81,-15,100,4,97,-3,62,4"
"555,43.69534,-79.414,29,100,11,12,9,30,94,-3,87,0,74,-15,85,-9,83,-9,75,-6"
"100,43.76493,-79.1965,30,100,10,15,20,0,93,45,86,24,68,30,62,7,52,-3,14,-21"
"205,43.71855,-79.2746,45,100,15,10,20,0,57,-9,60,-8,48,-14,74,9,71,-5,41,-2"
"210,43.74568,-79.2796,40,100,5,10,10,0,50,-12,54,-18,49,8,76,15,74,18,32,-4"
"185,43.77119,-79.2081,40,100,20,20,20,0,66,-15,66,-17,47,-17,79,6,79,9,38,-8"
"160,43.73825,-79.2936,35,100,15,15,20,0,79,17,63,6,63,15,77,-1,77,-1,54,-9"
"360,43.70195,-79.2995,50,100,25,20,25,0,53,-11,50,-8,28,-25,78,2,76,2,42,-13"
"190,43.73506,-79.5829,50,100,10,5,25,0,72,16,69,5,66,40,64,-7,68,2,7,0"
"290,43.73907,-79.542,40,100,15,15,20,0,75,-11,84,-4,60,-15,68,-21,79,-12,38,-4"
"115,43.67618,-79.4784,40,100,5,5,15,0,27,-29,27,-35,27,-17,40,-22,40,-41,7,-5"
"185,43.82134,-79.2077,25,100,5,5,20,0,82,-1,82,-4,71,4,88,-5,88,-5,55,-8"
"195,43.78675,-79.2125,25,100,10,10,20,0,71,-2,67,-10,52,-2,66,-19,78,-4,50,11"
"125,43.78349,-79.1784,40,100,10,15,5,0,79,6,64,-5,50,-15,81,-5,81,-12,62,12"
"310,43.66556,-79.5263,20,95,10,10,10,0,88,11,82,-1,74,3,98,6,98,2,80,-5"
"615,43.66045,-79.4911,6,100,1,1,11,3,82,13,55,-7,74,5,94,0,94,4,42,-33"
"265,43.72886,-79.6191,40,100,10,10,10,0,84,8,88,6,73,4,91,3,92,3,71,3"
"495,43.68663,-79.428,10,100,5,0,10,5,57,-19,57,-33,61,-12,98,8,91,-3,58,26"
"215,43.73737,-79.2743,60,100,15,20,25,0,86,7,74,-8,63,-8,72,14,75,6,33,-13"
"325,43.64748,-79.5279,50,100,25,25,10,0,82,0,89,11,72,2,84,11,92,19,55,-1"
"80,43.70718,-79.2671,50,100,20,20,10,0,75,35,70,20,65,35,74,4,89,11,26,-13"
"235,43.69494,-79.4363,20,100,10,10,15,5,83,0,83,-4,73,30,86,21,82,12,27,10"
"295,43.5939,-79.5301,20,95,10,10,10,0,80,-2,69,-23,57,-8,94,17,92,14,50,-4"
"325,43.67298,-79.3921,40,100,25,30,10,0,70,-11,56,-33,48,-19,60,-28,60,-25,30,-8"
"260,43.71417,-79.249,35,100,15,10,10,0,63,-11,61,-11,22,-23,79,-5,84,4,44,-20"
"675,43.61185,-79.4944,18,100,6,6,13,2,67,4,50,-29,80,12,88,-5,89,-3,57,-6"
"135,43.80229,-79.1719,30,100,15,15,20,0,76,-1,97,11,69,5,66,4,69,-23,50,4"
"290,43.74396,-79.2399,40,100,10,10,15,0,82,26,71,11,59,11,63,-4,73,1,31,5"
"285,43.76696,-79.1757,25,100,10,10,25,0,40,-20,38,-22,29,-18,63,-8,68,6,37,5"
"85,43.67908,-79.337,0,100,0,0,40,0,0,-47,0,-53,0,-27,57,-23,29,-24,7,-26"
"465,43.6575,-79.4616,35,100,10,10,10,0,84,0,68,-1,77,-1,79,-7,87,5,69,1"
"190,43.81883,-79.3082,75,100,5,5,5,0,85,-3,85,-6,83,-3,100,20,100,9,93,11"
"360,43.65824,-79.4074,15,100,0,5,15,15,86,19,50,-25,50,-17,92,-1,92,-1,58,-6"
"280,43.74529,-79.2498,50,100,20,20,25,0,42,-38,45,-32,26,-40,59,-3,57,-5,43,10"
"580,43.65865,-79.5093,7,100,3,3,5,2,95,-2,93,-4,87,-5,97,2,97,2,81,13"
"80,43.66757,-79.4983,30,100,10,10,20,0,41,-4,29,-16,29,-1,62,0,62,-7,8,-17"
"285,43.60945,-79.545,25,100,5,10,10,25,50,-18,78,7,56,1,84,-5,94,15,38,-4"
"410,43.72772,-79.427,10,100,5,5,10,0,75,-8,79,-4,79,-1,80,3,78,5,44,-8"
"270,43.66082,-79.3673,60,100,15,15,20,0,78,18,81,8,34,-10,72,-2,78,-1,48,10"
"110,43.82169,-79.2674,65,100,10,10,15,0,75,0,89,7,78,5,78,-8,80,-12,55,-14"
"145,43.71484,-79.4903,40,100,5,10,20,0,83,33,92,30,58,14,81,20,85,20,7,-10"
"185,43.64984,-79.3647,25,100,10,10,15,0,56,-3,47,0,47,-3,77,-19,85,-1,54,0"
"180,43.81439,-79.2183,60,100,10,10,10,0,81,-5,87,9,65,-4,95,7,95,11,57,8"
"130,43.75478,-79.3079,30,100,15,15,15,0,83,24,83,8,62,14,62,-16,79,14,33,-2"
"115,43.7955,-79.1641,30,100,20,15,10,0,96,16,88,4,75,3,69,19,69,5,50,23"
"265,43.78911,-79.1971,60,100,20,20,10,0,64,10,44,-4,36,-2,72,5,77,6,21,-30"
"70,43.81658,-79.2885,70,100,0,0,10,0,89,3,89,11,89,0,76,-5,79,5,59,7"
"165,43.7933,-79.1792,30,100,10,10,20,0,69,11,81,7,72,24,84,7,81,-2,61,5"
"260,43.65816,-79.3607,55,100,10,10,20,0,53,3,51,17,35,6,69,7,66,28,23,14"
"625,43.6343,-79.5163,19,99,6,6,11,2,85,1,77,-4,71,-4,91,-2,90,-3,65,-11"
"275,43.75185,-79.5843,25,100,20,20,10,5,66,10,78,15,31,-15,75,-5,75,-8,40,-25"
"680,43.71444,-79.3695,15,99,5,5,12,2,77,-5,69,-16,77,-8,94,-3,96,-4,73,-17"
"260,43.65862,-79.3923,40,95,30,25,5,0,74,-16,71,-5,69,2,97,19,100,22,94,28"
"465,43.6377,-79.4964,25,100,10,10,10,0,85,-6,77,-14,75,-10,94,5,89,-2,48,-19"
"390,43.64339,-79.4371,30,95,0,5,15,0,63,30,63,16,38,19,49,-22,43,-23,17,-3"
"125,43.82463,-79.29,55,100,0,0,15,0,82,-9,84,7,78,-13,74,-15,78,-17,52,-30"
"320,43.69276,-79.5098,30,100,10,10,15,0,75,16,61,-5,53,15,60,-6,59,-9,11,-10"
"235,43.78348,-79.4265,55,100,25,25,20,0,73,16,62,2,62,9,56,-4,63,-3,33,-10"
"505,43.68382,-79.4399,12,100,5,5,11,1,60,-2,30,-12,63,9,77,5,73,5,34,1"
"255,43.70707,-79.2892,70,100,20,20,5,0,85,1,85,2,66,-4,76,-14,81,-7,57,-11"
"325,43.67387,-79.3231,10,100,5,5,15,0,79,39,64,29,62,33,72,-9,69,-10,44,4"
"170,43.68122,-79.4991,25,100,0,0,15,0,82,9,85,7,53,-12,76,0,78,7,27,-7"
"110,43.7994,-79.151,30,100,10,10,15,0,87,1,87,-4,61,-7,89,15,93,4,32,-15"
"840,43.65592,-79.4775,6,99,1,2,8,2,96,-2,96,1,86,-5,91,-6,88,-7,67,-9"
"160,43.65121,-79.4026,35,100,35,35,20,0,54,-9,52,-25,42,-18,75,-8,81,-7,47,-15"
"125,43.74407,-79.2221,60,100,10,10,40,0,53,-11,65,17,24,-12,73,30,81,29,27,5"
"430,43.60429,-79.5,25,100,5,5,20,0,75,-14,75,-25,36,-48,81,0,86,0,43,5"
"140,43.80442,-79.3024,70,100,25,20,20,0,72,-4,77,-12,56,-20,74,-13,74,-13,57,-14"
"205,43.68724,-79.4694,30,100,0,0,20,0,85,14,85,-1,75,14,86,0,86,3,36,-27"
"215,43.66448,-79.3638,45,100,15,10,20,0,81,-3,73,-14,62,-20,91,16,87,1,57,18"
"200,43.76664,-79.2548,40,100,20,15,10,0,85,-3,88,2,85,15,76,-10,86,-3,52,-6"
"175,43.76787,-79.1958,40,95,15,15,30,0,76,20,76,23,35,-9,64,-17,64,-9,23,-15"
"335,43.74131,-79.43,10,100,0,0,10,20,86,-12,92,-2,81,-15,98,4,98,3,82,2"
"805,43.64345,-79.4771,19,99,8,8,5,1,91,2,93,11,80,-8,96,-1,97,3,68,-7"
"210,43.70003,-79.2773,45,100,10,10,20,0,75,21,78,22,44,9,61,-13,61,-3,32,-6"
"185,43.76378,-79.3086,45,100,20,20,10,0,80,12,77,1,80,-2,46,-28,57,-9,26,-25"
"100,43.81589,-79.3187,70,100,10,15,10,0,84,5,71,-10,76,-10,77,-13,92,2,83,3"
"220,43.72222,-79.5521,40,100,10,10,20,0,41,3,35,-15,29,4,60,8,61,15,26,15"
"135,43.63586,-79.3971,35,100,20,20,15,0,88,26,72,1,72,10,81,-4,75,-17,50,12"
"230,43.82436,-79.2263,50,100,10,10,5,0,89,-5,83,-3,71,-13,92,-3,93,-5,81,-1"
"375,43.76502,-79.2352,40,100,10,5,20,0,68,0,76,8,38,-15,76,1,83,6,41,-2"
"90,43.77255,-79.1868,30,100,0,10,30,0,48,2,48,-2,30,-13,70,2,70,2,11,-7"
"210,43.72382,-79.5807,40,100,15,10,15,0,77,5,86,-5,63,-2,82,4,81,3,38,-5"
"210,43.73998,-79.3042,50,100,20,15,20,0,62,3,62,-7,38,-12,81,-1,71,-5,33,-5"
"190,43.7875,-79.2472,50,100,10,10,20,0,72,-8,72,-11,70,5,83,5,92,10,71,33"
"305,43.76859,-79.165,15,100,5,0,10,0,31,-34,38,-15,57,1,78,-13,76,-11,30,-5"
"120,44.35875,-78.7453,0,100,0,0,25,0,62,-32,81,-13,48,-52,82,-18,79,-21,57,-43"
"420,44.9298,-78.7295,0,100,0,0,25,0,52,-22,30,-52,48,-28,85,5,78,6,58,20"
"400,44.54582,-78.55,0,100,0,0,20,0,89,18,84,13,67,-7,91,6,91,11,53,16"
"335,45.04141,-79.3156,0,100,0,0,25,0,64,-6,57,-10,46,-9,72,-10,67,0,44,-17"
"330,44.28203,-78.8577,0,100,0,0,20,0,79,49,54,12,57,27,57,-12,60,-2,33,7"
"265,44.44941,-78.646,0,100,0,0,25,0,72,-6,68,-12,64,-18,71,-22,80,-6,46,0"
"155,44.44343,-78.7762,0,100,0,5,30,0,65,-4,65,11,35,-27,53,-20,53,-14,13,-34"
"185,45.08563,-79.633,5,95,0,0,25,0,75,15,56,11,62,27,65,-6,71,4,29,0"
"290,44.91805,-79.3772,0,100,5,0,35,0,56,-2,60,-5,28,-4,47,-27,53,-14,7,-19"
"445,45.3269,-79.2205,0,100,0,0,25,0,46,-22,17,-45,20,-32,81,6,72,3,40,5"
"150,45.32547,-79.0013,5,100,5,0,40,0,64,-24,55,-7,36,-8,76,5,62,-2,10,-33"
"350,44.33645,-78.6914,0,100,0,0,20,0,59,-30,44,-41,44,-19,87,-4,94,24,71,28"
"300,44.5294,-78.9429,0,100,0,0,30,0,71,-8,51,-25,57,-13,84,8,84,25,37,19"
"430,44.52598,-78.7215,0,100,0,0,30,0,100,25,91,2,85,6,83,12,77,3,58,25"
"290,45.06029,-79.2992,0,100,0,0,20,0,69,-13,67,-18,67,-3,76,-5,83,-3,59,-27"
"385,44.31402,-78.8725,0,100,0,0,20,0,71,-11,71,-5,61,-24,86,19,79,9,57,20"
"635,45.04079,-79.321,1,100,0,0,15,0,43,-33,36,-40,58,-19,70,-14,71,-4,39,-5"
"345,44.93496,-79.3709,0,100,0,0,30,0,61,-21,61,0,47,-14,77,-10,74,-19,51,8"
"160,44.99491,-79.299,0,100,0,0,25,0,76,-16,41,-36,59,21,89,39,78,38,33,13"
"350,44.36208,-78.7531,0,100,0,0,20,0,70,2,68,9,52,8,79,-12,79,-9,61,8"
"205,45.33131,-79.2289,0,100,0,0,35,0,48,3,52,25,48,7,57,-35,43,-40,5,-41"
"245,44.66562,-78.8025,0,100,0,0,20,0,69,-25,44,-50,50,-44,52,-20,44,-36,32,0"
"485,45.29831,-79.2027,0,100,0,0,15,0,76,18,41,-12,51,-8,70,28,70,-13,20,20"
"325,45.34427,-79.2019,5,100,0,0,30,0,68,-13,70,-11,59,-3,89,5,76,-2,57,10"
"245,45.21696,-79.3062,0,100,0,0,25,0,71,21,50,-7,54,22,67,-1,52,-8,19,-5"
"225,44.39677,-78.993,0,100,0,0,20,0,61,-11,61,-19,70,-6,77,-14,77,-10,15,-28"
"385,44.88622,-76.0173,0,100,0,0,25,0,57,-4,45,-16,39,-11,80,26,79,35,30,23"
"330,44.89845,-76.0117,0,100,0,0,30,0,53,18,35,4,26,3,42,-11,32,-21,5,-8"
"285,44.83551,-76.0737,0,100,0,0,10,0,83,12,83,7,72,19,77,-14,77,-14,40,-21"
"250,44.94263,-75.9635,0,100,0,0,20,0,79,-12,88,-3,75,-2,72,-16,80,-14,32,-34"
"430,45.54799,-74.6371,15,90,5,5,25,0,68,0,40,-23,36,-17,53,-29,61,-23,18,-34"
"375,43.47228,-80.1474,5,100,0,0,10,0,70,-13,58,-27,52,-26,97,-3,97,0,65,-13"
"335,43.83476,-80.5423,0,100,0,0,15,0,70,1,59,-10,74,-2,88,22,69,-6,44,-6"
"410,44.07806,-80.1987,0,100,0,0,20,0,55,-37,52,-40,39,-32,73,-9,73,-5,38,7"
"175,43.6871,-80.6421,70,100,0,0,10,0,42,3,37,-11,32,5,38,-11,35,-11,19,-19"
"475,43.92213,-80.1163,5,100,0,0,20,0,59,-12,59,-18,27,-29,73,5,68,16,39,23"
"365,43.75137,-80.674,5,100,0,5,10,0,75,-3,72,2,69,8,77,-19,68,-21,52,-26"
"165,43.83139,-80.2177,0,95,0,0,20,0,82,-12,64,-24,27,-54,95,0,80,-15,65,-10"
"460,43.53098,-80.2029,15,100,0,0,5,0,95,4,88,16,45,-25,100,3,100,6,83,22"
"475,43.55445,-80.2466,0,100,0,0,10,0,83,12,59,14,62,15,89,-4,91,13,49,-12"
"460,43.68789,-80.4195,0,100,0,0,25,0,85,-9,88,-6,67,-11,74,0,71,3,47,-8"
"345,43.77489,-80.0676,0,100,0,0,20,0,79,-2,79,-2,53,-24,89,18,78,-1,52,34"
"295,43.5178,-80.2753,10,100,0,5,15,0,62,0,67,-23,29,-16,73,14,59,0,5,-10"
"485,44.08709,-80.2023,0,100,0,0,20,0,46,-9,52,-2,43,-2,65,-2,69,-2,24,-15"
"320,43.90371,-80.3169,0,100,0,0,10,0,53,-22,41,-27,34,-34,72,-9,56,-11,32,-9"
"460,44.082,-80.2098,0,100,0,5,20,0,51,1,43,-21,31,-15,77,2,74,15,23,-13"
"535,43.9216,-80.076,6,100,1,0,13,0,57,-20,57,-13,55,2,84,4,81,5,46,0"
"625,43.70302,-80.3666,3,100,1,1,15,1,66,11,57,5,56,10,78,10,74,16,28,1"
"410,43.51931,-80.2259,30,100,20,15,20,0,60,17,71,28,51,5,76,-12,76,-9,51,-22"
"345,43.71447,-80.3614,5,95,0,0,25,0,92,21,92,13,54,-4,80,-5,85,-10,35,-2"
"335,43.5564,-80.2434,5,100,5,5,30,0,60,6,57,-1,37,-13,69,-22,59,-14,25,-20"
"535,43.5347,-80.2475,7,98,1,1,10,1,68,0,65,-1,55,-11,99,2,100,8,79,-1"
"175,43.55507,-80.2752,10,100,0,0,20,0,50,0,54,-4,38,-4,77,-1,69,2,46,7"
"555,43.57064,-80.2216,17,100,3,4,19,0,82,0,84,4,71,4,84,15,82,11,56,21"
"485,43.49987,-80.2405,10,100,0,0,15,0,89,16,89,26,81,18,96,9,88,1,51,-2"
"255,43.95064,-80.2244,0,100,0,5,10,0,62,-5,53,-5,56,2,88,2,81,-5,54,-3"
"450,43.91787,-80.8676,0,100,0,0,15,0,78,0,78,0,61,4,73,-15,73,-13,31,-2"
"525,43.5276,-80.2942,36,100,4,4,18,1,59,-20,53,-35,31,-35,83,8,74,5,34,-12"
"290,43.9475,-80.1004,0,100,0,0,15,0,71,6,47,-28,29,-26,93,5,97,12,44,-9"
"480,43.9074,-80.1263,0,100,0,0,15,0,71,0,68,-7,59,4,72,-6,68,-14,44,-21"
"465,43.8308,-80.8433,0,100,0,0,20,0,64,24,40,-3,42,16,61,-26,71,-10,37,11"
"400,43.90952,-80.104,0,100,5,5,20,0,73,1,45,-30,29,-18,61,5,58,-18,22,6"
"465,44.0973,-80.1411,5,100,0,0,10,0,78,13,87,5,78,28,83,5,77,1,46,3"
"525,43.91996,-80.1061,2,100,1,1,14,0,90,12,77,8,60,4,76,2,88,21,36,17"
"295,43.91505,-80.0904,10,100,5,0,20,0,74,4,68,3,45,1,75,9,68,6,29,-2"
"520,43.5136,-80.2128,26,100,6,6,16,1,85,-8,80,-6,68,-18,95,13,93,15,48,-8"
"345,43.61438,-80.1461,0,100,0,0,20,0,90,16,70,-4,75,17,90,20,86,12,57,34"
"530,43.52001,-80.1852,26,100,9,9,14,2,81,1,79,-6,62,-11,94,2,96,9,76,-1"
"385,43.8979,-80.1282,5,100,0,5,15,10,79,8,68,-12,68,-5,94,7,100,10,78,21"
"410,43.52246,-80.2775,45,100,10,5,15,0,70,-2,68,-4,43,-26,86,1,83,-7,61,10"
"400,43.98175,-80.7428,0,100,0,0,25,0,68,-6,68,-6,35,-20,94,11,91,14,41,-16"
"565,43.57306,-80.2595,16,100,5,5,20,26,61,3,36,-14,33,-14,76,-3,74,3,49,-11"
"630,43.5099,-80.1798,35,100,8,8,7,0,82,0,80,-2,75,7,96,1,91,-4,80,0"
"365,43.53407,-80.2879,20,100,10,10,20,0,39,-20,25,-34,11,-42,78,23,81,38,31,-2"
"475,43.56403,-80.2216,20,100,5,0,10,0,85,6,85,11,58,-1,87,8,82,-6,38,3"
"390,43.40686,-80.4834,25,100,0,5,10,0,76,9,76,18,64,6,65,-24,80,-13,40,-21"
"380,43.4621,-80.4456,25,100,10,15,10,0,90,18,72,3,86,27,88,6,94,21,61,22"
"255,43.38783,-80.3079,5,100,0,0,25,0,61,-7,61,-4,33,-12,82,24,86,-3,43,11"
"320,43.37634,-80.7143,0,100,5,5,5,0,92,29,88,29,92,22,77,-18,68,-22,18,-34"
"415,43.44535,-80.5538,30,100,15,15,15,0,77,-19,74,-18,65,-27,92,-5,92,-2,62,-12"
"570,43.34277,-80.2845,5,100,1,1,15,0,83,10,70,-8,59,-10,94,18,90,19,67,18"
"735,43.38464,-80.4996,21,100,8,8,13,0,72,-1,70,-5,66,-2,80,0,89,6,61,6"
"260,43.41856,-80.4927,25,100,10,15,10,0,92,35,100,26,64,7,76,-3,76,-7,24,-1"
"390,43.43246,-80.2993,5,100,0,0,10,0,83,13,79,-6,79,15,76,19,83,37,34,6"
"375,43.42001,-80.4782,25,95,15,20,10,0,71,-6,54,-19,46,-17,77,-20,80,-17,46,-2"
"320,43.45903,-80.5301,20,100,20,20,20,0,87,-3,87,1,77,-6,82,4,82,-6,47,-3"
"750,43.44893,-80.4111,11,100,1,2,10,0,81,-6,80,-4,68,-3,83,-6,89,2,56,-3"
"375,43.49176,-80.554,5,100,0,0,15,0,67,-15,71,-11,51,-31,78,-10,70,3,30,-12"
"400,43.47399,-80.5018,20,100,15,15,10,0,87,-4,94,-6,87,4,83,-10,83,-13,50,-25"
"420,43.42867,-80.4449,50,100,30,30,20,0,53,-9,53,-13,37,-13,73,-3,76,3,39,-20"
"440,43.36548,-80.2994,10,100,10,10,20,0,57,-39,48,-41,39,-30,59,-9,54,-5,24,-3"
"580,43.45109,-80.471,13,100,11,11,9,0,67,-12,44,-27,54,-17,85,8,90,13,54,9"
"450,43.37005,-80.3349,0,100,5,0,15,0,87,24,91,11,83,7,90,0,88,-2,63,-20"
"270,43.43413,-80.4923,35,100,20,20,15,0,50,-2,31,-25,38,-6,69,2,73,6,19,-3"
"195,43.53609,-80.393,5,100,0,0,10,0,73,18,87,32,67,22,93,26,87,14,33,-14"
"240,43.29102,-80.4602,5,100,0,0,10,0,94,8,100,9,71,7,93,19,97,29,52,5"
"205,43.52391,-80.6542,0,100,5,0,20,0,72,7,80,10,40,-21,100,6,100,6,58,-30"
"485,43.44838,-80.4484,30,100,10,10,20,0,64,-1,67,2,40,-12,77,3,77,-4,46,-22"
"500,43.43398,-80.5395,24,100,4,4,17,0,73,17,69,17,58,2,80,-11,80,-12,52,-3"
"360,43.42612,-80.293,10,100,0,0,10,0,77,-4,72,-6,72,5,88,-3,76,-12,61,-17"
"430,43.44172,-80.313,10,100,0,0,10,0,69,-13,69,-5,73,1,72,-19,83,4,17,-38"
"160,43.34997,-80.3275,5,100,0,0,20,0,36,-14,29,2,14,-36,36,-42,36,-25,24,-9"
"475,43.44884,-80.509,65,100,35,35,10,0,49,7,42,-6,29,-13,53,-5,60,-5,24,1"
"230,43.3894,-80.3658,10,100,0,5,15,0,81,1,71,1,48,-9,93,14,100,25,47,1"
"560,43.39362,-80.4499,12,100,7,8,8,0,82,6,75,5,71,-1,93,22,93,27,52,15"
"420,43.5095,-80.5049,15,100,0,0,15,0,85,-10,80,-18,83,-5,98,15,96,8,80,24"
"310,43.38927,-80.2981,15,100,0,0,15,0,61,-30,52,-18,48,-35,86,-4,95,0,59,-12"
"320,43.42072,-80.5308,10,100,0,5,15,0,89,3,89,18,81,2,86,-2,86,9,57,3"
"420,43.49529,-80.4942,10,100,0,0,10,0,88,0,86,-5,86,2,85,10,90,21,56,-11"
"310,43.39602,-80.3453,10,100,0,0,15,0,68,-7,57,-18,61,-3,50,-22,47,-22,13,-34"
"440,43.47233,-80.5875,20,100,0,5,10,0,88,-9,82,4,68,-10,98,0,98,5,80,6"
"400,43.42536,-80.5162,20,100,5,10,20,0,74,-5,74,-1,53,-14,82,9,82,9,64,32"
"275,43.37793,-80.3106,10,100,5,5,20,0,85,18,70,20,67,20,65,5,74,6,35,-5"
"240,43.46766,-80.4879,20,95,10,10,20,0,78,-3,89,-1,89,3,100,12,96,12,65,9"
"185,43.59265,-80.5712,0,100,0,0,20,0,73,-10,64,-19,64,-19,83,2,83,-12,54,11"
"275,43.392,-80.4386,20,100,10,15,10,0,70,-14,59,-25,56,-28,86,1,80,2,46,-6"
"655,43.3467,-80.2906,12,100,1,1,16,0,75,-6,75,-11,49,-23,84,1,80,-2,30,-15"
"430,43.39021,-80.2859,10,100,0,5,10,0,93,15,93,15,76,-2,85,-1,88,4,54,14"
"360,43.4428,-80.5225,45,100,20,20,30,0,43,-18,23,-30,18,-27,71,-3,77,-7,40,19"
"465,43.37948,-80.3129,40,100,10,10,20,0,42,-6,46,-6,19,-23,89,27,89,33,41,15"
"585,43.40765,-80.6718,2,100,0,0,15,0,77,17,67,-12,50,-14,85,6,88,16,46,-11"
"680,43.47805,-80.4164,19,100,0,1,15,0,63,-10,59,-10,40,-22,80,-3,64,-3,35,-15"
"540,43.28377,-80.4402,5,100,2,2,15,0,59,-19,53,-23,53,-25,86,6,95,22,60,24"
"610,43.3895,-80.2922,28,100,4,4,18,0,67,-2,67,-11,39,-6,83,7,87,23,46,6"
"220,43.54219,-80.5082,5,100,0,0,20,0,91,14,91,18,78,-10,95,2,98,5,78,5"
"625,43.45069,-80.577,28,100,9,10,14,0,71,3,59,0,49,1,87,4,79,2,62,-8"
"230,43.63563,-80.5759,55,100,0,0,20,0,60,-18,70,-24,50,-33,72,4,72,9,60,28"
"485,43.38832,-80.7097,5,100,0,0,15,0,65,-20,72,-5,40,-41,83,8,81,7,38,-4"
"695,43.42069,-80.3053,9,100,1,0,14,0,87,17,70,-2,66,5,87,3,88,1,58,1"
"740,43.38808,-80.4852,27,100,7,7,10,0,78,-2,70,-18,61,-10,77,8,75,18,59,23"
"710,43.46852,-80.5762,52,100,14,15,10,0,88,-5,89,-1,73,-13,96,1,96,0,85,1"
"660,43.50739,-80.5065,26,100,4,4,16,0,85,5,75,-4,68,0,86,1,86,1,71,13"
"345,43.48174,-80.5081,20,100,15,10,20,0,60,-2,34,-25,34,-14,62,5,66,14,38,24"
"370,43.58044,-80.7329,75,100,0,0,10,0,50,7,58,1,28,-15,64,2,76,19,45,15"
"670,43.34546,-80.2763,15,100,3,3,18,0,67,-3,61,-13,45,-20,83,6,77,5,39,-13"
"360,43.49616,-80.5654,10,100,0,0,25,0,76,7,65,1,65,-7,76,-10,79,-10,55,-2"
"730,43.4419,-80.3153,24,100,5,6,14,0,74,-2,58,-11,39,-19,89,1,83,2,43,-10"
"595,43.40155,-80.6859,3,100,0,0,12,0,78,11,73,6,59,-9,85,5,85,1,58,3"
"260,43.53692,-80.5557,0,100,0,0,20,0,85,5,81,-6,77,0,100,4,96,0,61,-10"
"490,43.34865,-80.3025,10,100,0,0,30,0,65,6,67,8,52,4,70,-4,67,-5,35,-8"
"775,43.45243,-80.5907,48,100,12,12,18,0,85,-9,77,-7,72,-18,89,-7,88,-1,68,-6"
"690,43.47751,-80.7559,22,100,1,1,13,0,76,9,79,1,71,7,84,2,85,1,59,2"
"405,43.42857,-80.2946,20,100,0,5,20,0,86,12,79,11,71,32,85,10,87,10,72,28"
"235,43.5642,-80.2541,10,100,10,10,15,0,91,28,86,18,77,14,85,12,92,24,46,1"
"590,43.56979,-80.2222,6,100,3,2,11,0,73,8,77,8,61,-5,89,6,87,5,54,7"
"180,43.51261,-80.2465,10,100,0,0,10,0,69,-19,92,-2,77,-11,84,-8,95,3,79,4"
"230,43.62408,-80.1517,5,100,0,0,10,0,43,-37,43,-27,36,-54,92,2,100,20,54,-6"
"235,43.5474,-80.2358,10,100,5,0,15,0,67,0,48,-2,38,-20,91,23,61,-7,35,-12"
"325,43.52549,-80.2826,15,100,10,10,20,0,83,-9,60,-40,63,-33,69,-16,72,-13,25,-34"
"520,43.51672,-80.1809,9,100,4,4,9,0,91,-3,80,-5,80,-1,84,-4,92,6,52,-15"
"240,43.795,-80.1408,5,100,0,0,10,0,41,0,32,-5,41,4,70,-17,79,-11,30,7"
"415,43.55998,-80.234,10,100,0,0,10,0,69,6,62,-5,54,3,79,1,58,-7,35,-14"
"445,43.71219,-80.387,0,100,5,5,20,0,80,6,83,-1,76,13,79,1,65,-5,44,6"
